exam,official_cutoff_url,verified,note
University of Petroleum and Energy Studies Design Entrance Examination,https://www.upes.ac.in/admissions/admission-alerts/upesdat,True,Verified official UPESDAT (UPES Design) admissions page with eligibility and merit-based selection criteria for B.Des/M.Des. UPES does not publish numeric cutoff ranks — selection is via UPESDAT/natio
Uttar Pradesh Combined Agriculture and Technology Entrance Test,https://www.upcatetexam.org/,True,"Verified official UPCATET portal (run by Banda University of Agriculture & Technology, coordinating 5 UP agri universities). Replaces the wrong/generic upcatet.net. Publishes result/counselling/seat-a"
Uttar Pradesh Combined Paramedical Entrance Test,https://www.abvmuup.edu.in/cpet.php,True,Verified official CPET page of Atal Bihari Vajpayee Medical University UP (abvmuup). Specific exam page; merit list/counselling are run on this body's portal. More specific than the bare homepage.
Uttar Pradesh Paramedical Entrance Test,https://www.abvmuup.edu.in/cpet.php,True,Same UP paramedical admission conducted by Atal Bihari Vajpayee Medical University UP (CPET). Verified official CPET page; merit-list/counselling handled by this body. Note: from 2026 the body indicat
Uttar Pradesh State Entrance Examination Abdul Kalam Technical University,https://uptac.admissions.nic.in/or-cr/,True,Verified official NIC UPTAC OR-CR portal (successor to UPSEE/AKTU admissions). Lists B.Tech/UG/PG/NATA opening & closing ranks 2025 by round/category. Authoritative cutoff source.
Uttar Pradesh State Entrance Examination Bachelor of Hotel Management and Catering Technology,https://uptac.admissions.nic.in/or-cr/,True,BHMCT admission is conducted through the same UPTAC (AKTU) counselling. Verified official NIC OR-CR portal carries UG opening/closing ranks including BHMCT. Authoritative.
Vellore Institute of Technology Design Entrance Examination,https://vit.ac.in/all-courses/ug/bachelor-of-design-programme,True,VIT B.Des admission (via VIT-DAT design aptitude test / UCEED + portfolio + interview). Verified official VIT B.Des admissions page. VIT does NOT publish design entrance cutoffs/closing ranks official
Vellore Institute of Technology Engineering Entrance Examination,https://viteee.vit.ac.in/,True,Verified official VITEEE exam/admissions site. VIT does NOT officially release VITEEE cutoffs/closing ranks (counselling uses internal fee-category ranks 1-5); only third-party portals publish indicat
West Bengal Joint Entrance Examination,https://admissions.nic.in/WBJEEB/Applicant/Report/OpenCloseRank.aspx,False,Correct official NIC/WBJEEB opening-closing rank report endpoint on admissions.nic.in. Page loads but is a session-gated ASP.NET report ('Something went wrong'/session-expired when fetched without a c
"West Bengal Joint Entrance Test for Nursing, Paramedical and Allied Sciences Undergraduate",https://wbjeeb.nic.in/jenpas-ug/,True,"Official WBJEEB JENPAS-UG page (fetched OK). Hosts candidate sign-in, rank card (e.g. 'Rank Card for JENPAS-UG 2025'), and counselling/seat-allotment access. WBJEEB conducts JENPAS-UG counselling and "
West Bengal Paramedical Entrance Test,https://wbjeeb.nic.in/jenpas-ug/,True,"West Bengal paramedical admission is now conducted under WBJEEB JENPAS-UG (Joint Entrance Test for Nursing, Paramedical and Allied Sciences). Same official page as JENPAS-UG (fetched OK): rank card, c"
